CityID;Temperature;Humidity;WindSpeed;WeatherCondition;Predic
7868;-5.514872548;57.88152223;2.367030784;Snowy;0
3681;27.08019565;28.18935467;24.91344997;Sunny;0
1286;11.90420772;47.02003115;24.21966349;Snowy;0
9665;14.97179553;83.56898038;18.81774327;Sunny;0
6259;34.39222672;30.67306782;14.04229392;Snowy;0
8130;-2.193568534;17.68637727;22.03132781;Rainy;1
6442;5.18511092;93.28561845;7.983880296;Snowy;0
1138;18.60676278;55.64559923;21.55530904;Rainy;1
9412;10.84310018;76.09707692;29.45531317;Sunny;0
2255;14.98928874;84.75121368;19.96469717;Rainy;1
3071;-6.845190601;42.61148056;5.944034201;Rainy;1
7382;28.54389039;36.4719998;9.936906652;Cloudy;0
2534;3.446375069;78.88576649;14.84573082;Cloudy;0
5905;37.29421234;30.72232676;17.14765894;Sunny;0
1392;25.5560018;79.30327503;7.249568826;Cloudy;0
4577;-7.61396506;48.90885001;22.06043268;Cloudy;0
3010;-2.840179303;65.8450127;20.43264917;Rainy;1
6437;10.24772803;30.3358612;14.08904766;Rainy;1
9555;14.3072113;76.08976437;9.03936885;Snowy;0
2558;-8.881265404;77.04761019;18.2013862;Rainy;1
9076;13.7193837;29.45923008;6.331341076;Rainy;1
1442;17.88651819;33.61208164;23.92748731;Sunny;0
1145;38.32587145;38.11377889;15.50040087;Sunny;0
2241;-6.679637888;48.73255449;8.003342417;Snowy;0
6008;5.991265339;21.72876008;15.62771189;Snowy;0
9661;-5.366014146;41.85814955;18.39466045;Cloudy;0
5672;37.16759805;57.97555801;9.939262643;Sunny;0
9918;14.25088103;23.84286087;25.39497873;Sunny;0
7720;39.97223483;73.33878278;26.1968221;Rainy;1
2002;30.20984787;18.9916411;11.66028251;Cloudy;0
3921;-3.954521124;21.00937707;6.325702729;Cloudy;0
2741;-9.892915029;11.63511191;3.764835726;Snowy;0
9988;14.684277;28.45838151;4.766656337;Sunny;0
8142;-2.104750962;90.60933895;1.373178613;Sunny;0
2756;-2.380937561;12.13869739;9.45159461;Sunny;0
4320;24.08223064;64.76233478;8.035626093;Rainy;1
1668;17.67953436;89.96176536;6.336145155;Rainy;1
1737;33.00708938;75.07294342;5.04949644;Rainy;1
9251;3.607913111;22.50525471;27.76123976;Cloudy;0
8351;35.77858636;98.06914005;15.30889774;Sunny;0
1183;-5.507536517;54.50693423;0.867499355;Cloudy;0
4108;2.777973644;60.23357469;11.59007519;Rainy;1
3413;32.14546975;62.79815947;27.82195559;Cloudy;0
5420;8.863969985;47.8601697;21.53112056;Rainy;1
9439;12.6450969;60.24776635;2.625179169;Cloudy;0
8543;37.59842961;80.62995717;14.4104836;Snowy;0
4659;27.12720463;22.60628252;3.022476647;Sunny;0
5806;26.60872422;84.11000041;16.58084796;Sunny;0
6686;14.67019036;33.34368113;1.063087388;Rainy;1
9992;39.468818;31.68238844;23.19672598;Cloudy;0
4523;-0.642786167;99.80131969;11.78790311;Cloudy;0
9722;23.2990027;47.37938311;29.78809532;Sunny;0
2771;29.33971232;55.71422924;1.38739869;Cloudy;0
2175;-8.051285663;73.63140116;11.96763494;Rainy;1
2018;9.179566344;28.45584738;16.70811198;Sunny;0
4802;39.53837327;47.35673806;7.349853303;Rainy;1
7252;-3.093147382;10.69663734;7.949888987;Sunny;0
9450;20.13775125;36.04947992;9.98281211;Cloudy;0
4826;-2.768073477;51.95765975;0.798490822;Cloudy;0
3672;14.1034057;43.19978516;29.90998926;Cloudy;0
7761;37.40310564;30.46047552;5.123574956;Rainy;1
2057;30.82857877;24.68515851;3.872274032;Snowy;0
7273;38.3452703;51.45246318;22.90630316;Rainy;1
8249;-3.508860288;48.90577546;9.732544869;Sunny;0
4693;10.71093448;84.68088585;22.73124612;Sunny;0
5953;17.48367489;55.04349539;18.34189548;Cloudy;0
1435;4.792821321;52.80982969;17.24631795;Cloudy;0
8375;21.47492659;43.63604524;22.70138696;Snowy;0
4800;14.93742511;12.21809124;27.54109719;Snowy;0
1566;-3.041361451;46.13001944;14.29586746;Snowy;0
1835;-0.604563403;28.74216414;26.47434922;Cloudy;0
7787;19.90094975;71.10104394;18.90278005;Cloudy;0
9706;0.547422736;49.14140366;26.4376575;Rainy;1
4366;25.9440423;85.4595889;16.43209796;Sunny;0
4563;-5.103823026;80.00876605;16.36755913;Rainy;1
8810;1.937185436;84.43815963;21.02732037;Cloudy;0
3874;28.39076321;32.09300506;20.90448111;Snowy;0
4271;4.852074073;51.8732301;9.972649255;Cloudy;0
3683;29.17656629;91.78832829;11.15763738;Sunny;0
2541;21.26480022;29.16396216;26.80646226;Rainy;1
1387;32.07182433;42.93053327;29.26568719;Cloudy;0
6513;12.98035412;60.860113;19.68542523;Cloudy;0
7591;32.20787701;62.8540205;7.444271871;Cloudy;0
3320;30.67103087;48.59227853;0.77538229;Rainy;1
2868;29.86267012;51.83688879;8.848421987;Cloudy;0
7626;36.02193528;45.23626494;12.31858009;Sunny;0
8807;12.68835722;43.91277831;27.74926545;Rainy;1
7747;-7.920690292;88.24514583;21.36112323;Snowy;0
5965;27.61018833;28.18037014;21.72965188;Sunny;0
3298;-7.628438436;56.79530564;17.6562882;Rainy;1
4238;27.78554594;62.5940585;8.098038821;Rainy;1
2964;-3.487516972;35.95454416;15.05867133;Cloudy;0
2214;18.13744757;13.49610887;25.82476045;Snowy;0
7408;0.060763656;30.58109959;29.15121391;Rainy;1
8827;27.13299403;61.73111693;19.89164263;Sunny;0
6703;22.33529907;31.39795807;4.630620046;Rainy;1
6484;14.52926396;90.5878645;12.42232934;Sunny;0
1783;-1.663767534;29.02352028;0.364982078;Sunny;0
3937;16.49065032;49.49741469;29.82157248;Sunny;0
3100;6.742558432;14.17773717;26.44828284;Sunny;0
1926;26.45239717;88.60753378;24.97062485;Snowy;0
3794;28.94724251;65.74119409;12.63821845;Cloudy;0
2145;-4.843763586;55.04895475;15.61805489;Snowy;0
6662;4.842677784;32.67817738;22.99489467;Cloudy;0
2769;31.19366147;26.34857291;0.176709942;Sunny;0
2234;29.98672993;63.46037167;20.44820854;Snowy;0
9572;30.18187948;78.81153966;15.43117594;Snowy;0
7999;8.226960412;50.02761959;26.97236168;Sunny;0
4183;-8.028800962;55.95026086;21.65771923;Cloudy;0
7846;37.58091908;21.15071158;0.231939017;Cloudy;0
5982;0.324230175;28.79323241;0.706008727;Snowy;0
3916;4.616598336;43.10604203;19.42221258;Rainy;1
4751;3.592397416;79.41756799;12.86975882;Snowy;0
1116;30.20228569;15.7468993;12.25172517;Rainy;1
5047;-5.55091711;87.38768535;28.26484837;Cloudy;0
9081;5.968972937;45.97602222;13.69959877;Rainy;1
5180;29.79895533;80.15725927;1.330469624;Cloudy;0
8711;36.07250396;37.01328869;21.7826777;Snowy;0
3486;2.731574631;88.05702234;2.37427283;Snowy;0
5124;-5.850286129;41.70201284;18.35422769;Cloudy;0
3082;15.30673009;81.34544633;10.19177062;Rainy;1
1110;14.18661902;16.77677692;26.91746953;Sunny;0
6435;9.989337911;34.57700208;22.51803691;Rainy;1
4758;38.69874188;99.25563172;27.89828459;Cloudy;0
1553;-1.208173098;19.10981689;8.526064047;Rainy;1
7930;38.34646503;82.11533395;29.09695191;Sunny;0
8873;-2.105464616;51.29118395;14.64695762;Rainy;1
8874;-1.362751182;68.4621012;16.10120454;Sunny;0
9449;9.351058551;95.36525659;5.354010445;Snowy;0
7417;35.7194647;23.80381893;3.263660853;Snowy;0
9623;2.63090333;43.90677389;11.11217966;Sunny;0
3074;32.00050346;45.62309453;18.30652103;Sunny;0
3538;6.820937353;99.1893892;21.65685532;Snowy;0
2872;35.91929705;27.91343359;19.85440952;Snowy;0
2752;-9.339933748;89.81422132;4.223250457;Rainy;1
2908;27.56572302;46.98616675;0.874026651;Cloudy;0
8218;4.4150304;97.65438298;20.85444511;Sunny;0
4968;14.83975118;11.79471271;7.025534012;Sunny;0
9854;16.36534514;95.06953694;4.727811913;Sunny;0
3302;33.02682934;36.3695884;29.73714739;Cloudy;0
8610;17.70364084;17.07245657;23.84303486;Rainy;1
1335;18.83022921;46.98864152;2.823050219;Rainy;1
8282;20.27083992;72.21466051;6.950583656;Rainy;1
4479;-8.616204207;43.04800017;23.90958359;Sunny;0
4118;-3.407684806;98.54135258;3.84259138;Cloudy;0
3789;14.40852588;63.21008432;24.38824508;Snowy;0
9558;23.06668752;70.61780841;2.926853707;Snowy;0
2099;0.030245497;37.61272305;2.812811876;Snowy;0
1911;-8.469933726;93.8330939;13.41529267;Cloudy;0
6778;20.50993783;43.29305394;13.78957276;Snowy;0
2149;-2.359361789;54.19982405;25.76961077;Cloudy;0
8132;-9.63741126;82.77442763;7.441697345;Rainy;1
5292;-5.338101604;39.51283882;16.43083655;Cloudy;0
5975;-6.89150692;24.69464379;0.635191272;Snowy;0
3501;33.51974702;98.7278502;0.390887517;Rainy;1
3017;5.736945213;33.12786019;22.52191433;Cloudy;0
3879;22.40061294;14.47636536;18.62123619;Rainy;1
7598;13.12496529;55.63581752;12.9485465;Cloudy;0
1089;14.51527742;13.62855121;15.40882516;Snowy;0
3769;6.019795258;20.06104069;14.46364426;Snowy;0
8934;12.66500571;27.51762857;22.23108598;Cloudy;0
6655;1.574800766;62.31221751;7.81025217;Snowy;0
4850;31.09958478;25.96337657;21.41343169;Sunny;0
7063;9.203356007;26.50085449;20.59713996;Cloudy;0
8858;16.48439959;46.60103194;10.85832288;Cloudy;0
7632;14.01895868;68.05033524;25.75036963;Rainy;1
3383;36.92992769;38.08684587;23.81166517;Snowy;0
8873;6.406364765;44.15326162;7.191888135;Sunny;0
1426;12.43585716;82.86672567;12.96761208;Rainy;1
4010;5.97886783;71.31221242;15.82840812;Snowy;0
6214;31.71661495;36.12689133;17.12025204;Snowy;0
6218;-2.979619003;98.92261011;19.95968483;Rainy;1
7759;8.922894284;26.74825855;20.52894793;Rainy;1
6102;29.41663798;68.80752828;21.62393331;Rainy;1
3954;29.74796831;86.12738287;4.104635253;Snowy;0
8553;38.23608203;22.53305125;7.859987742;Rainy;1
2863;39.20725578;61.18920474;0.711466856;Rainy;1
6832;9.108694596;84.15988057;4.569471768;Sunny;0
6924;11.25371383;93.49410286;26.95946913;Cloudy;0
5212;14.4906009;46.55463359;4.167551115;Sunny;0
4180;16.13038768;55.6949608;23.89164092;Cloudy;0
6864;24.40963456;86.32785821;22.61710458;Snowy;0
1264;-6.913141692;51.94823451;27.58912542;Snowy;0
7938;29.92211373;62.34275611;5.126947631;Snowy;0
3779;15.00759235;72.41953243;27.94975024;Sunny;0
8156;21.62138516;83.55661711;9.002791298;Sunny;0
2963;-1.688858036;22.71022484;16.32531139;Sunny;0
6555;17.60724708;88.23869521;1.074881561;Snowy;0
3539;35.65539092;48.55757702;7.98249212;Sunny;0
3529;29.41137916;34.65933798;5.169706694;Snowy;0
5251;33.31833297;96.4691972;29.83368897;Sunny;0
5363;32.11490995;29.57183473;0.314156311;Rainy;1
2753;9.879360441;69.82141109;10.58352502;Snowy;0
9181;18.86061767;78.79386879;9.401939857;Snowy;0
8475;36.34599314;34.60955511;24.31018666;Rainy;1
3865;2.036210877;44.75744786;23.42357934;Sunny;0
1848;20.44029871;51.10664651;24.7833848;Snowy;0
2702;1.47419688;87.03294895;29.31732882;Rainy;1
5768;20.5677342;43.44290618;10.17732834;Sunny;0
2001;37.55033513;95.41518936;4.691665915;Sunny;0
8414;39.38362257;31.73816637;28.51335727;Rainy;1
8174;34.8294405;81.23723049;28.00856359;Sunny;0
1281;37.25835177;35.41305785;18.93906592;Cloudy;0
1825;25.34582229;51.47268983;29.86720438;Snowy;0
3041;-3.354871113;42.58558592;29.77440115;Sunny;0
6420;37.93211194;96.49343664;16.92686159;Snowy;0
1391;3.574751499;29.43454313;2.582746916;Sunny;0
8354;-6.116401546;80.18509029;0.498165055;Rainy;1
2707;-8.936433306;31.78441062;7.640043198;Rainy;1
9166;36.85778732;71.85714875;15.45583871;Snowy;0
6861;-0.05529543;40.63824576;21.80106199;Snowy;0
2122;-5.493248677;61.76834276;10.16218385;Sunny;0
1864;16.61722871;58.82309658;9.773461836;Cloudy;0
8920;-9.755897008;98.2227298;11.37863337;Cloudy;0
1434;-4.714337928;28.86182422;10.83147411;Sunny;0
1170;-6.758442341;38.30389048;20.04556333;Cloudy;0
1676;24.15595878;31.21342753;4.757306055;Sunny;0
7539;-6.232388405;58.68947104;10.10765793;Cloudy;0
5662;14.04024976;59.00646817;18.33268825;Snowy;0
8836;-5.794908089;78.71084314;21.48503097;Cloudy;0
4345;30.39883673;84.33542141;1.520614177;Rainy;1
9805;9.645336106;75.04031669;24.21589353;Snowy;0
3483;-9.64578691;56.4015991;15.39584995;Snowy;0
5548;36.66035529;78.89551336;29.96927709;Sunny;0
8862;27.47697125;27.73108686;23.34851885;Sunny;0
7195;32.29383295;11.87187824;2.16009318;Sunny;0
4872;16.17625425;59.02374646;20.19900972;Sunny;0
5780;39.24699753;37.25387399;20.62402289;Sunny;0
7494;26.487011;33.99151847;3.962288015;Cloudy;0
7155;0.023030035;61.84656543;14.25045407;Cloudy;0
7669;-8.860461633;24.55725396;27.27138625;Snowy;0
8951;23.37194139;37.70896533;15.09201906;Rainy;1
4365;6.376504094;22.18958693;7.307429136;Rainy;1
3346;27.5090141;28.08346827;26.82004624;Sunny;0
7329;19.14605176;93.50136908;18.04821132;Snowy;0
4077;29.47848451;94.55663698;12.66489348;Rainy;1
1278;-0.096951474;25.67004893;16.04227123;Cloudy;0
1216;17.1185794;43.85751068;27.73218141;Snowy;0
6443;30.34097597;90.45156071;6.316672648;Cloudy;0
7166;6.253855712;13.98667988;21.31750394;Rainy;1
3898;30.37054288;39.47560744;15.54418125;Snowy;0
2265;-3.218077019;65.55365646;24.2141981;Sunny;0
9929;29.44866157;58.74039375;29.09497535;Snowy;0
6135;-6.642906622;30.12428518;5.165854779;Cloudy;0
5543;-9.673232199;53.41112483;20.21872657;Cloudy;0
1244;17.5969752;63.74773832;25.20750321;Snowy;0
2672;-5.495758853;39.34185552;0.983984331;Sunny;0
1632;23.29346268;86.89298807;1.404940698;Rainy;1
6762;14.93022378;87.96767592;4.858093629;Cloudy;0
3160;27.59749867;64.46394101;28.10077313;Sunny;0
6528;9.337126808;80.03271332;16.30778059;Rainy;1
5558;8.990511842;79.57825708;27.57446286;Snowy;0
4944;-5.817500347;51.32046379;0.915897392;Cloudy;0
1357;11.48379754;90.98266792;17.23304791;Sunny;0
3021;18.1614338;90.73936811;16.41388396;Cloudy;0
2383;20.91008921;80.72025502;5.362996653;Cloudy;0
7592;26.54457705;34.17459265;14.02438773;Cloudy;0
2095;11.79291101;56.52679505;22.50721534;Sunny;0
8194;36.659617;50.56563681;7.000029442;Cloudy;0
2246;33.89945891;53.96745926;18.510828;Cloudy;0
2986;-7.255314049;54.39080994;2.377313267;Snowy;0
8807;19.19982029;93.49212061;19.10466099;Sunny;0
8102;16.79709949;59.95290194;8.599066114;Rainy;1
9743;7.686430445;96.6588334;22.39925152;Snowy;0
3730;11.81076979;96.00091855;10.26849073;Cloudy;0
3050;30.89671746;50.06359647;27.86155287;Rainy;1
1066;27.57342561;44.63755011;15.12579005;Cloudy;0
4670;5.459965775;82.86135383;11.65029632;Snowy;0
7019;14.4378142;88.4967797;20.99717499;Sunny;0
6787;35.35706954;89.03954852;2.155746175;Cloudy;0
2639;7.074887134;36.0625389;23.02943617;Snowy;0
6762;5.965820815;25.01996762;29.8379324;Cloudy;0
6755;-4.683433821;93.47353351;14.21555276;Sunny;0
8830;-6.866553802;81.63869231;2.770648036;Rainy;1
6927;-3.635192481;32.42435101;24.55360011;Rainy;1
2688;19.66739055;30.26713114;9.47804369;Cloudy;0
6531;4.091455544;37.45014587;10.75100771;Sunny;0
5426;22.56712209;92.15656429;17.25609878;Rainy;1
5482;0.605489031;51.79863717;29.47737044;Snowy;0
2428;18.0401435;26.23229921;13.04044227;Sunny;0
4534;8.800849821;97.22809105;14.11021845;Sunny;0
8395;36.32281162;96.24163482;3.442248813;Snowy;0
8465;13.93880103;20.65610956;16.61478343;Cloudy;0
8086;-9.556021605;60.35939612;21.66713001;Rainy;1
5060;25.29865633;44.28792967;18.0438286;Cloudy;0
8160;15.01328353;34.62845109;5.900534185;Rainy;1
9400;28.99435124;51.44986818;18.00740122;Snowy;0
9022;0.284626187;35.1842881;2.88054595;Cloudy;0
5228;21.77407176;17.78623624;1.358801057;Sunny;0
4539;7.552991508;95.79461462;4.803117283;Sunny;0
1097;39.31916175;85.385455;23.26369402;Sunny;0
4153;33.53969279;66.65944372;27.91340388;Rainy;1
9827;25.08146451;47.66389459;4.527837756;Rainy;1
2338;3.971460458;20.75417795;20.96992061;Rainy;1
2024;37.61966765;55.40342468;22.27985334;Sunny;0
5882;3.146479595;60.61953079;22.77948244;Rainy;1
7602;0.167845753;46.49587804;16.11233795;Cloudy;0
8208;-8.142707938;13.50411028;24.45623954;Sunny;0
4414;33.59817091;57.5067632;20.49871974;Cloudy;0
8681;-9.262728015;75.61213725;18.29584246;Rainy;1
6268;-1.570627918;13.07885371;14.26842885;Snowy;0
7180;15.89891144;18.99044514;2.212907591;Cloudy;0
7284;13.19282425;60.41934537;16.47719032;Cloudy;0
5054;20.08047081;62.35463308;16.91931854;Snowy;0
7090;32.93601633;74.00853291;8.160219981;Cloudy;0
2797;27.12824649;40.91655322;28.50288539;Snowy;0
2839;8.686505837;80.65204286;22.88483724;Sunny;0
9373;-7.113085031;76.90755868;5.182512725;Sunny;0
1190;-7.259077585;26.29260751;28.64285216;Rainy;1
1377;11.3975639;90.34314637;28.14471148;Snowy;0
5868;25.10716012;76.73987222;9.905686445;Snowy;0
7870;-1.565071834;18.80414065;24.96462568;Rainy;1
7757;29.93405628;67.24958343;2.415975769;Rainy;1
7561;36.69007841;99.28111092;16.05856336;Snowy;0
5483;15.15123721;87.61009193;8.634601281;Rainy;1
4913;23.36067278;39.40985189;2.511820096;Rainy;1
1639;-2.871082022;38.57679586;11.83011667;Snowy;0
1250;29.20613351;37.58310791;22.53807344;Sunny;0
7049;20.35548216;14.66747944;29.35209176;Sunny;0
5967;23.80286256;61.49490787;3.84401337;Snowy;0
6392;28.24735912;83.67621136;27.04112109;Cloudy;0
3908;16.25724672;28.84223715;12.296441;Snowy;0
5480;6.874940084;12.85507866;17.96630445;Rainy;1
6156;38.72080884;32.88793358;5.410272491;Cloudy;0
8192;2.793472366;86.49295714;3.877028613;Cloudy;0
7477;-8.97450191;33.57089631;22.79761981;Snowy;0
1888;2.363975386;71.09468617;25.84310972;Cloudy;0
6749;33.5718974;10.38597175;16.6982084;Rainy;1
3130;7.216304091;28.30920803;13.2746526;Rainy;1
3536;31.95738171;84.3537979;14.26579678;Cloudy;0
5574;19.33185788;69.47889978;5.032277846;Snowy;0
8726;16.54567084;11.25525002;25.40194046;Cloudy;0
3827;23.95945347;31.55599567;27.07959523;Cloudy;0
2940;-4.688272598;42.42845018;11.61552886;Snowy;0
5542;14.39675255;22.25306511;3.87617758;Cloudy;0
4358;25.73221704;28.29320219;16.79442691;Snowy;0
5662;18.16825873;24.8729156;22.25687428;Sunny;0
3512;38.59203227;26.51369917;17.10217952;Sunny;0
9729;0.9982995;85.05077095;19.64204485;Snowy;0
8161;34.21106766;84.22893369;16.78457497;Rainy;1
5342;-5.288417961;71.21140832;24.90552284;Rainy;1
6642;9.708978025;53.81029188;23.33335047;Rainy;1
1041;36.21431684;37.50410324;25.88650371;Cloudy;0
7643;-0.738425477;24.6257619;1.275073056;Snowy;0
8150;9.558685715;51.32505291;8.633310183;Rainy;1
8068;20.64080895;26.60498403;4.386259627;Snowy;0
1379;25.71914131;61.64526409;21.11249895;Snowy;0
2539;-2.963641738;15.32445759;3.545704928;Cloudy;0
2011;23.1565799;73.85710394;12.92814104;Snowy;0
5087;13.47916981;16.20202977;26.98926933;Rainy;1
8776;36.19496957;17.51254011;10.01671736;Snowy;0
4832;7.917403117;96.16067692;3.334938043;Snowy;0
1214;17.30401221;45.79897994;12.36347228;Cloudy;0
1582;39.48565242;76.96708125;19.54035657;Rainy;1
2834;17.3927984;13.22440714;21.16586987;Rainy;1
2121;-0.19842365;14.1974951;28.26993089;Snowy;0
3935;39.02866739;27.51873085;16.28448633;Rainy;1
6444;1.793098357;29.30458501;29.95894228;Sunny;0
6773;25.18128472;13.70356805;17.96368903;Snowy;0
6824;14.98658356;43.88198726;18.39190243;Snowy;0
5421;10.54870346;36.64775956;29.58215541;Rainy;1
4851;16.34177666;76.40139603;3.973203906;Rainy;1
8102;38.72888962;55.4803377;12.46047263;Sunny;0
2314;21.71306174;65.15715984;0.433209748;Rainy;1
1961;10.43701571;25.81838023;17.92130751;Rainy;1
9614;22.86329643;19.78408357;20.1422738;Sunny;0
5135;19.10186692;60.56051238;27.20353936;Snowy;0
5856;-3.849385322;52.93589635;11.17655278;Sunny;0
2212;39.14194959;65.34364692;15.04616023;Snowy;0
8988;2.838484337;56.4581296;19.65474091;Rainy;1
7722;12.32185423;59.26993664;14.98567654;Sunny;0
4013;-9.299740558;46.32550736;22.16952965;Snowy;0
6892;16.66881897;86.93512446;17.37607102;Sunny;0
3940;28.33458987;40.34025993;6.378059724;Snowy;0
3407;6.324268874;10.704623;28.8437238;Sunny;0
5932;-1.877672566;95.8196847;2.097004163;Sunny;0
9136;9.985453341;30.54206288;0.493299549;Rainy;1
8071;10.28721515;87.11582104;16.6985701;Snowy;0
1774;6.320518946;15.17560328;1.882226684;Cloudy;0
1068;2.02385973;58.81822794;24.41460248;Rainy;1
1660;12.41507057;70.5254265;18.43265159;Cloudy;0
3666;23.07043291;24.29100853;18.1272447;Cloudy;0
9931;31.08044596;93.31859648;14.56891803;Rainy;1
9896;30.57132352;27.44783219;13.01309095;Sunny;0
3904;-8.738875374;67.1235229;17.50132862;Snowy;0
8449;16.37926865;30.76799643;1.616412369;Rainy;1
7698;-7.264293836;32.87998415;10.33253919;Sunny;0
1391;23.17115354;29.5922441;16.27757183;Snowy;0
6045;2.296917503;24.22697738;4.871719895;Cloudy;0
5714;23.97053017;51.67452872;28.18289887;Cloudy;0
2132;33.17822918;33.86148812;22.18077572;Cloudy;0
7833;21.00161127;54.64152383;22.71951674;Cloudy;0
1756;-6.4817393;94.9097541;16.95658638;Cloudy;0
5427;-2.420028839;46.51562929;9.503398101;Snowy;0
3375;24.08650293;39.08727247;28.30679769;Snowy;0
4142;31.18385155;29.03128064;21.25117616;Rainy;1
4192;19.73094307;80.90852035;17.60955087;Cloudy;0
2448;14.79173476;46.99070948;16.76948466;Rainy;1
3514;-6.788741239;55.05211315;12.49488786;Rainy;1
9339;2.582574385;75.40144025;19.94947636;Cloudy;0
6528;12.12852889;37.08572609;19.06101354;Cloudy;0
8224;-8.551737485;50.01946077;15.66109536;Sunny;0
2814;14.09014468;84.04783713;13.77965809;Snowy;0
2743;26.29650549;46.1022166;0.137180307;Snowy;0
9315;11.24652591;15.1430476;28.99208848;Cloudy;0
